constraint_id,constraint_type,generic_land_use_type_id,maximum,minimum,plan_type_id
811,units_per_acre,2,12.0,0.0,444
189,units_per_acre,1,12.0,0.0,444
1665,far,4,0.7,0.0,445
1175,far,3,0.7,0.0,445
190,units_per_acre,1,12.0,6.0,445
2247,far,6,0.7,0.0,445
812,units_per_acre,2,12.0,6.0,445
1666,far,4,0.7,0.0,446
1176,far,3,0.7,0.0,446
2248,far,6,0.7,0.0,446
813,units_per_acre,2,12.0,0.0,446
191,units_per_acre,1,12.0,0.0,446
1846,far,5,0.7,0.0,446
192,units_per_acre,1,12.0,0.0,447
814,units_per_acre,2,12.0,0.0,447
2249,far,6,0.6,0.0,447
1177,far,3,0.6,0.0,447
1667,far,4,0.6,0.0,447
1668,far,4,0.5,0.0,448
193,units_per_acre,1,12.1,0.0,448
815,units_per_acre,2,12.1,0.0,448
1847,far,5,0.5,0.0,448
2250,far,6,0.5,0.0,449
816,units_per_acre,2,12.0,0.0,449
194,units_per_acre,1,12.0,0.0,449
2251,far,6,0.5,0.0,450
1669,far,4,0.5,0.0,450
817,units_per_acre,2,12.0,0.0,450
1178,far,3,0.5,0.0,450
195,units_per_acre,1,12.0,0.0,450
818,units_per_acre,2,12.5,0.0,451
196,units_per_acre,1,12.5,0.0,451
1179,far,3,0.5,0.0,452
2252,far,6,0.5,0.0,452
1848,far,5,0.5,0.0,452
1670,far,4,0.5,0.0,452
819,units_per_acre,2,12.0,0.0,452
197,units_per_acre,1,12.0,0.0,452
1671,far,4,0.5,0.0,453
820,units_per_acre,2,12.0,0.0,453
2253,far,6,0.5,0.0,453
198,units_per_acre,1,12.0,0.0,453
1849,far,5,0.5,0.0,453
821,units_per_acre,2,12.0,8.0,454
199,units_per_acre,1,12.0,8.0,454
1672,far,4,0.5,0.0,454
1180,far,3,0.5,0.0,454
2254,far,6,0.5,0.0,454
1181,far,3,0.4,0.0,455
1673,far,4,0.4,0.0,455
200,units_per_acre,1,12.0,0.0,455
2255,far,6,0.4,0.0,455
822,units_per_acre,2,12.0,0.0,455
201,units_per_acre,1,12.0,8.0,456
823,units_per_acre,2,12.0,8.0,456
2256,far,6,0.4,0.0,456
1182,far,3,0.4,0.0,456
1674,far,4,0.4,0.0,456
2257,far,6,0.2,0.0,457
824,units_per_acre,2,12.0,0.0,457
1183,far,3,0.2,0.0,457
202,units_per_acre,1,12.0,0.0,457
1675,far,4,0.2,0.0,457
2258,far,6,0.18,0.0,458
203,units_per_acre,1,12.0,0.0,458
1676,far,4,0.18,0.0,458
825,units_per_acre,2,12.0,0.0,458
1184,far,3,0.18,0.0,458
826,units_per_acre,2,12.1,0.0,459
204,units_per_acre,1,12.1,0.0,459
827,units_per_acre,2,12.0,0.0,460
205,units_per_acre,1,12.0,0.0,460
828,units_per_acre,2,12.0,8.0,461
206,units_per_acre,1,12.0,8.0,461
207,units_per_acre,1,12.0,6.0,462
829,units_per_acre,2,12.0,6.0,462
208,units_per_acre,1,12.0,5.0,463
830,units_per_acre,2,12.0,5.0,463
209,units_per_acre,1,11.0,0.0,464
1677,far,4,0.5,0.0,464
1185,far,3,0.5,0.0,464
2259,far,6,0.5,0.0,464
2260,far,6,0.5,0.0,465
1186,far,3,0.5,0.0,465
1678,far,4,0.5,0.0,465
210,units_per_acre,1,10.89,0.0,465
1187,far,3,1.0,0.0,466
1679,far,4,1.0,0.0,466
211,units_per_acre,1,10.0,0.0,466
2261,far,6,1.0,0.0,466
212,units_per_acre,1,10.89,0.0,467
1680,far,4,0.7,0.0,468
1188,far,3,0.7,0.0,468
2262,far,6,0.7,0.0,468
213,units_per_acre,1,10.0,0.0,468
1681,far,4,0.58,0.0,469
1189,far,3,0.58,0.0,469
214,units_per_acre,1,10.0,0.0,469
2263,far,6,0.5,0.0,470
1682,far,4,0.5,0.0,470
1190,far,3,0.5,0.0,470
215,units_per_acre,1,10.0,0.0,470
216,units_per_acre,1,10.0,0.0,471
2264,far,6,0.4,0.0,471
1191,far,3,0.4,0.0,471
1683,far,4,0.4,0.0,471
217,units_per_acre,1,10.25,0.0,472
218,units_per_acre,1,8.7,0.0,473
219,units_per_acre,1,10.13,0.0,474
220,units_per_acre,1,10.0,8.0,475
2265,far,6,0.05,0.0,475
221,units_per_acre,1,10.0,5.0,476
222,units_per_acre,1,10.0,8.0,477
223,units_per_acre,1,10.0,0.0,478
224,units_per_acre,1,10.0,6.0,479
1192,far,3,1.0,0.0,480
225,units_per_acre,1,8.7,0.0,480
2266,far,6,1.0,0.0,480
1684,far,4,1.0,0.0,480
226,units_per_acre,1,9.68,0.0,481
1193,far,3,0.5,0.0,482
2267,far,6,0.5,0.0,482
1685,far,4,0.5,0.0,482
227,units_per_acre,1,9.0,0.0,482
2268,far,6,0.6,0.0,483
1850,far,5,0.6,0.0,483
228,units_per_acre,1,8.712,0.0,483
1686,far,4,0.6,0.0,483
1194,far,3,0.6,0.0,483
229,units_per_acre,1,9.27,0.0,484
230,units_per_acre,1,8.712,0.0,485
2269,far,6,0.5,0.0,486
1195,far,3,0.5,0.0,486
1687,far,4,0.5,0.0,486
231,units_per_acre,1,8.712,0.0,486
232,units_per_acre,1,9.075,0.0,487
233,units_per_acre,1,9.0,0.0,488
2270,far,6,1.0,0.0,489
234,units_per_acre,1,8.0,0.0,489
1688,far,4,1.0,0.0,489
1196,far,3,1.0,0.0,489
235,units_per_acre,1,9.0,5.0,490
236,units_per_acre,1,7.3,0.0,491
1197,far,3,1.5,0.0,491
1689,far,4,1.5,0.0,491
2271,far,6,1.5,0.0,491
237,units_per_acre,1,8.712,0.0,492
238,units_per_acre,1,8.71,0.0,493
239,units_per_acre,1,8.7,0.0,494
240,units_per_acre,1,8.0,0.0,495
2272,far,6,0.7,0.0,495
1690,far,4,0.7,0.0,495
241,units_per_acre,1,8.0,0.0,496
2273,far,6,0.5,0.0,496
1691,far,4,0.5,0.0,496
1198,far,3,0.5,0.0,496
242,units_per_acre,1,8.0,0.0,497
2274,far,6,0.4,0.0,497
1692,far,4,4.0,0.0,498
243,units_per_acre,1,4.4,0.0,498
2275,far,6,4.0,0.0,498
1199,far,3,4.0,0.0,498
244,units_per_acre,1,8.067,0.0,499
245,units_per_acre,1,8.0,0.0,500
2276,far,6,0.0,0.0,500
1200,far,3,0.0,0.0,500
1693,far,4,0.0,0.0,500
246,units_per_acre,1,8.0,6.0,501
247,units_per_acre,1,8.0,0.0,502
2277,far,6,0.5,0.0,503
1694,far,4,0.5,0.0,503
248,units_per_acre,1,7.3,0.0,503
1695,far,4,0.5,0.0,504
2278,far,6,0.5,0.0,504
249,units_per_acre,1,7.3,0.0,504
1201,far,3,0.5,0.0,504
1696,far,4,0.7,0.0,505
250,units_per_acre,1,7.0,0.0,505
1202,far,3,0.7,0.0,505
2279,far,6,0.7,0.0,505
251,units_per_acre,1,6.05,0.0,506
252,units_per_acre,1,7.0,0.0,507
1697,far,4,0.6,0.0,507
2280,far,6,0.6,0.0,507
1203,far,3,0.6,0.0,507
253,units_per_acre,1,7.3,0.0,508
254,units_per_acre,1,7.26,0.0,509
255,units_per_acre,1,7.2,0.0,510
256,units_per_acre,1,7.0,0.0,511
257,units_per_acre,1,7.0,5.0,512
258,units_per_acre,1,6.91,0.0,513
259,units_per_acre,1,5.125,0.0,514
260,units_per_acre,1,6.702,0.0,515
261,units_per_acre,1,6.05,0.0,516
2281,far,6,0.6,0.0,516
1204,far,3,0.6,0.0,516
1698,far,4,0.6,0.0,516
1205,far,3,0.65,0.0,517
2282,far,6,0.65,0.0,517
1699,far,4,0.65,0.0,517
262,units_per_acre,1,6.0,0.0,517
263,units_per_acre,1,6.05,0.0,518
1700,far,4,0.5,0.0,518
1851,far,5,0.5,0.0,518
264,units_per_acre,1,6.05,0.0,519
2283,far,6,0.5,0.0,519
1701,far,4,0.5,0.0,519
1206,far,3,0.5,0.0,519
1207,far,3,0.5,0.0,520
2284,far,6,0.5,0.0,520
265,units_per_acre,1,6.0,0.0,520
1702,far,4,0.5,0.0,520
266,units_per_acre,1,6.453,0.0,521
267,units_per_acre,1,6.4,0.0,522
268,units_per_acre,1,6.22,0.0,523
269,units_per_acre,1,6.05,0.0,524
270,units_per_acre,1,6.0,1.0,525
2285,far,6,0.0,0.0,526
271,units_per_acre,1,6.0,0.0,526
272,units_per_acre,1,6.0,4.0,527
2286,far,6,6.0,0.0,528
1703,far,4,6.0,0.0,528
1208,far,3,6.0,0.0,528
273,units_per_acre,1,6.0,0.0,529
2287,far,6,0.0,0.0,529
1209,far,3,0.0,0.0,529
1704,far,4,0.0,0.0,529
274,units_per_acre,1,6.0,0.0,530
275,units_per_acre,1,5.808,0.0,531
276,units_per_acre,1,5.8,0.0,532
277,units_per_acre,1,5.672,0.0,533
1705,far,4,0.5,0.0,534
1210,far,3,0.5,0.0,534
278,units_per_acre,1,5.0,0.0,534
279,units_per_acre,1,5.5,0.0,535
280,units_per_acre,1,5.0,4.0,536
1211,far,3,0.5,0.0,536
2288,far,6,0.5,0.0,536
1706,far,4,0.5,0.0,536
281,units_per_acre,1,5.0,0.0,537
2289,far,6,0.5,0.0,537
1707,far,4,0.5,0.0,537
2290,far,6,0.5,0.0,538
1212,far,3,0.5,0.0,538
1708,far,4,0.5,0.0,538
282,units_per_acre,1,5.0,0.0,538
283,units_per_acre,1,5.0,4.0,539
2291,far,6,0.5,0.0,539
284,units_per_acre,1,5.45,0.0,540
285,units_per_acre,1,5.445,0.0,541
286,units_per_acre,1,5.186,0.0,542
287,units_per_acre,1,5.159,0.0,543
288,units_per_acre,1,5.125,0.0,544
289,units_per_acre,1,5.12,0.0,545
290,units_per_acre,1,5.0,4.0,546
2292,far,6,5.0,0.0,547
1709,far,4,5.0,0.0,547
1213,far,3,5.0,0.0,547
291,units_per_acre,1,5.0,0.0,548
292,units_per_acre,1,5.0,2.5,549
293,units_per_acre,1,5.0,1.0,550
1214,far,3,0.4,0.0,551
1710,far,4,0.4,0.0,551
2293,far,6,0.4,0.0,551
294,units_per_acre,1,4.4,0.0,551
295,units_per_acre,1,4.8,0.0,552
296,units_per_acre,1,4.77,0.0,553
2294,far,6,0.65,0.0,554
1711,far,4,0.65,0.0,554
1215,far,3,0.65,0.0,554
297,units_per_acre,1,4.0,0.0,554
298,units_per_acre,1,4.55,0.0,555
299,units_per_acre,1,4.538,0.0,556
300,units_per_acre,1,4.5,0.0,557
301,units_per_acre,1,4.0,0.0,558
302,units_per_acre,1,4.4,0.0,559
1216,far,3,0.4,0.0,560
1712,far,4,0.4,0.0,560
303,units_per_acre,1,4.0,0.0,560
304,units_per_acre,1,4.4,0.0,561
2295,far,6,0.0,0.0,561
1713,far,4,0.4,0.0,562
305,units_per_acre,1,4.0,0.0,562
2296,far,6,0.4,0.0,562
1217,far,3,0.4,0.0,562
306,units_per_acre,1,4.36,0.0,563
307,units_per_acre,1,4.356,0.0,564
308,units_per_acre,1,4.3,0.0,565
309,units_per_acre,1,4.04,0.0,566
1852,far,5,4.0,0.0,567
1218,far,3,4.0,0.0,567
1714,far,4,4.0,0.0,567
310,units_per_acre,1,4.0,0.0,568
311,units_per_acre,1,4.0,0.0,569
2297,far,6,0.0,0.0,569
1715,far,4,4.0,0.0,570
1219,far,3,4.0,0.0,570
312,units_per_acre,1,4.0,1.0,571
313,units_per_acre,1,3.7,0.0,572
314,units_per_acre,1,3.63,0.0,573
2298,far,6,0.5,0.0,574
315,units_per_acre,1,3.0,0.0,574
1220,far,3,0.5,0.0,574
1716,far,4,0.5,0.0,574
1221,far,3,3.5,0.0,575
1717,far,4,3.5,0.0,575
316,units_per_acre,1,3.5,0.0,576
1718,far,4,3.5,0.0,577
317,units_per_acre,1,3.485,0.0,578
318,units_per_acre,1,3.48,0.0,579
319,units_per_acre,1,3.25,0.0,580
320,units_per_acre,1,3.0,1.0,582
321,units_per_acre,1,3.0,0.0,583
1222,far,3,3.0,0.0,584
1719,far,4,3.0,0.0,584
2299,far,6,3.0,0.0,584
1720,far,4,1.0,0.0,585
322,units_per_acre,1,2.0,0.0,585
323,units_per_acre,1,2.5,0.0,586
2300,far,6,0.5,0.0,586
1223,far,3,0.5,0.0,586
1721,far,4,0.5,0.0,586
1224,far,3,3.0,0.0,587
1722,far,4,3.0,0.0,587
324,units_per_acre,1,2.904,0.0,588
325,units_per_acre,1,2.9,0.0,589
326,units_per_acre,1,2.7,0.0,590
327,units_per_acre,1,2.5,0.0,591
328,units_per_acre,1,2.323,0.0,592
1225,far,3,2.25,0.0,593
1723,far,4,2.25,0.0,593
1226,far,3,2.2,0.0,594
1724,far,4,2.2,0.0,594
329,units_per_acre,1,2.2,0.0,595
330,units_per_acre,1,2.18,0.0,596
331,units_per_acre,1,2.178,0.0,597
332,units_per_acre,1,2.15,0.0,598
2301,far,6,1.0,0.0,600
1725,far,4,1.0,0.0,600
1227,far,3,1.0,0.0,600
333,units_per_acre,1,1.0,0.0,600
334,units_per_acre,1,2.0,0.0,601
335,units_per_acre,1,2.0,1.0,602
2302,far,6,2.0,0.0,603
336,units_per_acre,1,0.0,0.0,603
1228,far,3,2.0,0.0,603
1726,far,4,2.0,0.0,603
1727,far,4,2.0,0.0,604
1229,far,3,2.0,0.0,604
1230,far,3,2.0,0.0,605
1728,far,4,2.0,0.0,605
1231,far,3,2.0,0.0,606
1729,far,4,2.0,0.0,606
1853,far,5,2.0,0.0,606
1232,far,3,2.0,0.0,607
1854,far,5,2.0,0.0,607
1730,far,4,2.0,0.0,607
1233,far,3,1.95,0.0,608
1731,far,4,1.95,0.0,608
1234,far,3,1.8,0.0,609
1732,far,4,1.8,0.0,609
1733,far,4,1.8,0.0,610
1235,far,3,0.75,0.0,611
2303,far,6,0.75,0.0,611
337,units_per_acre,1,1.0,0.0,611
1734,far,4,0.75,0.0,611
1236,far,3,1.75,0.0,612
1735,far,4,1.75,0.0,612
1736,far,4,1.65,0.0,613
1237,far,3,1.65,0.0,613
1238,far,3,1.6,0.0,614
1737,far,4,1.6,0.0,614
338,units_per_acre,1,1.556,0.0,616
1738,far,4,1.5,0.0,617
1739,far,4,1.5,0.0,618
1855,far,5,1.5,0.0,618
1239,far,3,1.5,0.0,618
1240,far,3,1.5,0.0,619
1740,far,4,1.5,0.0,619
2304,far,6,1.5,0.0,619
1856,far,5,1.5,0.0,620
1741,far,4,1.5,0.0,620
1241,far,3,1.5,0.0,620
1242,far,3,0.5,0.0,621
1742,far,4,0.5,0.0,621
2305,far,6,0.5,0.0,621
339,units_per_acre,1,1.0,0.0,621
1243,far,3,1.5,0.0,622
1743,far,4,1.5,0.0,622
340,units_per_acre,1,1.45,0.0,623
1744,far,4,1.4,0.0,624
2306,far,6,1.3,0.0,626
1244,far,3,1.3,0.0,626
1745,far,4,1.3,0.0,626
341,units_per_acre,1,0.0,0.0,626
1746,far,4,1.25,0.0,627
1245,far,3,1.25,0.0,627
342,units_per_acre,1,1.25,0.0,628
343,units_per_acre,1,1.245,0.0,629
344,units_per_acre,1,1.24,0.0,630
1246,far,3,1.2,0.0,632
1747,far,4,1.2,0.0,632
345,units_per_acre,1,1.14,0.0,633
346,units_per_acre,1,1.1,0.0,634
347,units_per_acre,1,1.089,0.0,635
1247,far,3,1.05,0.0,636
1748,far,4,1.05,0.0,636
1248,far,3,1.0,0.0,637
1749,far,4,1.0,0.0,637
1857,far,5,1.0,0.0,637
348,units_per_acre,1,0.0,0.0,638
1249,far,3,1.0,0.0,638
1750,far,4,1.0,0.0,638
1751,far,4,1.0,0.0,639
1858,far,5,1.0,0.0,639
1250,far,3,1.0,0.0,639
349,units_per_acre,1,1.0,0.0,640
1752,far,4,1.0,0.0,641
1251,far,3,1.0,0.0,642
1753,far,4,1.0,0.0,642
350,units_per_acre,1,0.0,0.0,642
2307,far,6,1.0,0.0,642
1754,far,4,1.0,0.0,643
1859,far,5,1.0,0.0,643
2308,far,6,1.0,0.0,644
1755,far,4,1.0,0.0,644
1252,far,3,1.0,0.0,644
1860,far,5,1.0,0.0,644
351,units_per_acre,1,1.0,1.0,646
1253,far,3,1.0,0.0,647
1756,far,4,1.0,0.0,647
2309,far,6,1.0,0.0,648
1757,far,4,1.0,0.0,648
1254,far,3,1.0,0.0,648
1758,far,4,1.0,0.0,649
1255,far,3,1.0,0.0,649
1861,far,5,0.9,0.0,650
1759,far,4,0.9,0.0,650
1256,far,3,0.8,0.0,652
1760,far,4,0.8,0.0,652
1862,far,5,0.8,0.0,652
1257,far,3,0.8,0.0,653
1761,far,4,0.8,0.0,653
1258,far,3,0.8,0.0,654
1762,far,4,0.8,0.0,654
1763,far,4,0.8,0.0,655
1863,far,5,0.8,0.0,655
1259,far,3,0.8,0.0,655
1864,far,5,0.75,0.0,656
1260,far,3,0.75,0.0,656
1764,far,4,0.75,0.0,656
1765,far,4,0.75,0.0,657
1766,far,4,0.75,0.0,658
1261,far,3,0.75,0.0,658
1262,far,3,0.75,0.0,659
2310,far,6,0.75,0.0,659
1767,far,4,0.75,0.0,659
1263,far,3,0.75,0.0,660
1768,far,4,0.75,0.0,660
1865,far,5,0.75,0.0,661
1769,far,4,0.75,0.0,661
1770,far,4,0.5,0.0,662
352,units_per_acre,1,0.2,0.0,662
1264,far,3,0.5,0.0,662
1771,far,4,0.7,0.0,663
1265,far,3,0.7,0.0,663
1866,far,5,0.7,0.0,664
1772,far,4,0.7,0.0,664
1867,far,5,0.7,0.0,665
1266,far,3,0.7,0.0,665
1773,far,4,0.7,0.0,665
1267,far,3,0.7,0.0,666
1774,far,4,0.7,0.0,666
1868,far,5,0.7,0.0,666
1775,far,4,0.65,0.0,667
1268,far,3,0.65,0.0,667
1776,far,4,0.6,0.0,668
1269,far,3,0.6,0.0,669
2311,far,6,0.6,0.0,669
1777,far,4,0.6,0.0,669
1778,far,4,0.6,0.0,670
1869,far,5,0.6,0.0,670
1870,far,5,0.6,0.0,671
1270,far,3,0.6,0.0,672
1779,far,4,0.6,0.0,672
1271,far,3,0.6,0.0,673
1780,far,4,0.6,0.0,673
1781,far,4,0.6,0.0,674
1871,far,5,0.6,0.0,674
1272,far,3,0.6,0.0,674
1782,far,4,0.6,0.0,675
1872,far,5,0.6,0.0,675
1273,far,3,0.6,0.0,675
1783,far,4,0.55,0.0,676
1274,far,3,0.55,0.0,676
1873,far,5,0.55,0.0,676
1784,far,4,0.5,0.0,677
1275,far,3,0.5,0.0,677
1276,far,3,0.5,0.0,678
2312,far,6,0.5,0.0,678
1874,far,5,0.5,0.0,678
1785,far,4,0.5,0.0,678
353,units_per_acre,1,0.5,0.0,679
1277,far,3,0.5,0.0,680
1786,far,4,0.5,0.0,680
2313,far,6,0.5,0.0,680
1787,far,4,0.5,0.0,681
354,units_per_acre,1,0.0,0.0,681
1875,far,5,0.5,0.0,681
2314,far,6,0.5,0.0,681
1876,far,5,0.5,0.0,682
1788,far,4,0.5,0.0,682
1877,far,5,0.5,0.0,683
1278,far,3,0.5,0.0,685
1878,far,5,0.5,0.0,685
1789,far,4,0.5,0.0,685
355,units_per_acre,1,0.0,0.0,685
1279,far,3,0.5,0.0,686
1790,far,4,0.5,0.0,686
356,units_per_acre,1,0.0,0.0,687
1791,far,4,0.5,0.0,687
1280,far,3,0.5,0.0,687
1792,far,4,0.5,0.0,688
1281,far,3,0.5,0.0,688
1879,far,5,0.5,0.0,688
1793,far,4,0.5,0.0,689
1282,far,3,0.5,0.0,689
1880,far,5,0.5,0.0,689
1881,far,5,0.45,0.0,690
1794,far,4,0.45,0.0,690
1882,far,5,0.45,0.0,691
1795,far,4,0.45,0.0,691
1283,far,3,0.45,0.0,691
357,units_per_acre,1,0.43,0.0,692
1796,far,4,0.4,0.0,693
1284,far,3,0.4,0.0,693
1883,far,5,0.4,0.0,693
1285,far,3,0.4,0.0,694
1884,far,5,0.4,0.0,694
1797,far,4,0.4,0.0,694
1885,far,5,0.4,0.0,695
1286,far,3,0.4,0.0,696
1798,far,4,0.4,0.0,696
1799,far,4,0.4,0.0,697
1287,far,3,0.4,0.0,697
358,units_per_acre,1,0.4,0.0,698
2315,far,6,0.4,0.0,699
1288,far,3,0.4,0.0,699
1800,far,4,0.4,0.0,699
359,units_per_acre,1,0.0,0.0,699
1289,far,3,0.38,0.0,700
1801,far,4,0.38,0.0,700
1802,far,4,0.38,0.0,701
1290,far,3,0.38,0.0,701
1886,far,5,0.35,0.0,702
1803,far,4,0.35,0.0,702
1291,far,3,0.35,0.0,702
1292,far,3,0.35,0.0,704
1804,far,4,0.35,0.0,704
1887,far,5,0.35,0.0,704
2316,far,6,0.35,0.0,704
1888,far,5,0.33,0.0,705
1805,far,4,0.33,0.0,705
1293,far,3,0.33,0.0,705
360,units_per_acre,1,0.2,0.0,706
1889,far,5,0.1,0.0,706
1890,far,5,0.3,0.0,707
1806,far,4,0.3,0.0,708
1294,far,3,0.3,0.0,708
361,units_per_acre,1,0.25,0.0,709
1807,far,4,0.25,0.0,710
1295,far,3,0.25,0.0,710
1891,far,5,0.25,0.0,711
362,units_per_acre,1,0.25,0.25,712
363,units_per_acre,1,0.2,0.0,714
364,units_per_acre,1,0.125,0.0,715
1892,far,5,0.1,0.0,716
365,units_per_acre,1,0.1,0.0,717
366,units_per_acre,1,0.05,0.0,718
367,units_per_acre,1,0.029,0.0,719
368,units_per_acre,1,0.025,0.0,720
2317,units_per_acre,1,0.0,0.0,1000
2319,far,3,0.0,0.0,1000
2318,units_per_acre,2,0.0,0.0,1000
